date,pe,index_value,earnings,earnings_yoy
2019-07-09,28.41,11555.900390625,406.75467760031677,-1.6824084241720993
2019-07-10,28.2,11498.900390625,407.7624251994681,-1.488254034198977
2019-07-11,28.4,11582.900390625,407.8486053036972,-1.4640774278660618
2019-07-12,28.33,11552.5,407.78326861983766,1.2464051672221865
2019-07-15,28.33,11588.349609375,409.0486978247441,1.078898332863698
2019-07-16,28.51,11662.599609375,409.07048787706066,1.0906770538502197
2019-07-17,28.58,11687.5,408.93981805458367,1.0465831909976409
2019-07-18,28.35,11596.900390625,409.0617421737213,1.6274634931118026
2019-07-19,27.92,11419.25,408.99892550143267,1.626391347296563
2019-07-22,27.81,11346.2001953125,407.9899387023553,1.3782149367163266
2019-07-23,27.77,11331.0498046875,408.03204194049334,1.3658500892264058
2019-07-24,27.62,11271.2998046875,408.0847141450941,1.390501768220953
2019-07-25,27.57,11252.150390625,408.1302281692057,1.3965040268466566
2019-07-26,27.73,11284.2998046875,406.9347206883339,1.0921091532202887
2019-07-29,27.6,11189.2001953125,405.4058041779891,0.7420628648702188
2019-07-30,27.34,11085.400390625,405.46453513624726,0.7374392534991614
2019-07-31,27.42,11118.0,405.4704595185995,0.7275994630830507
2019-08-01,27.05,10980.0,405.91497227356746,0.8588585437196761
2019-08-02,27.09,10997.349609375,405.95605793189367,0.877390279084489
2019-08-05,26.76,10862.599609375,405.9267417554185,0.8486852946308909
2019-08-06,26.97,10948.25,405.9417871709307,0.8439668733071892
2019-08-07,26.74,10855.5,405.964846671653,0.8790381990406049
2019-08-08,27.2,11032.4501953125,405.60478659237134,0.5950758688774371
2019-08-09,27.41,11109.650390625,405.3137683555272,0.5291453137003854
2019-08-13,27.03,10925.849609375,404.2119722299297,0.44102679586646154
2019-08-14,27.24,11029.400390625,404.89722432544056,0.4856017068334717
2019-08-16,27.33,11047.7998046875,404.2370949391694,0.3010690338901556
2019-08-19,27.35,11053.900390625,404.16454810329066,-0.3531424195991617
2019-08-20,27.26,11017.0,404.14526779163606,-0.9605055996026679
2019-08-21,27.01,10918.7001953125,404.24658257358385,-1.5689015877961565
2019-08-22,26.57,10741.349609375,404.266074872977,-1.031663417486628
2019-08-23,26.79,10829.349609375,404.2310417833147,-0.9492336955030156
2019-08-26,27.36,11057.849609375,404.1611699332968,-0.9569845140568689
2019-08-27,27.47,11105.349609375,404.2719187977794,-0.9298987650713464
2019-08-28,27.33,11046.099609375,404.17488508507137,-1.1583482705800674
2019-08-29,27.09,10948.2998046875,404.14543391242154,-1.1894153488185122
2019-08-30,27.27,11023.25,404.22625595892924,-1.166065323374188
2019-09-03,26.54,10797.900390625,406.853820294838,-1.2181379122807479
2019-09-04,26.61,10844.650390625,407.540413026118,0.10785597429814331
2019-09-05,26.67,10847.900390625,406.7454214707536,-0.6915382770217637
2019-09-06,26.91,10946.2001953125,406.7707244634894,-0.6722278206834464
2019-09-09,27.05,11003.0498046875,406.76709074630315,-0.6840063103448424
2019-09-11,27.13,11035.7001953125,406.771109300129,-1.0975600006535302
2019-09-12,27.0,10982.7998046875,406.7703631365741,-1.1025067258003785
